Date,Content,Label
2004-11-30,feb gold down $2 at $453.80/oz,2
2004-11-30,feb gold falls $2.60 to end the day at $453.20 in ny,2
2004-12-02,gold tops $414 on low rate signals,2
2004-12-02,gold futures end the session above $414,1
2004-12-03,philadelphia gold and silver index down 3.4% for week,2
2004-12-07,"gold stages late day reversal, ends with a narrow gain",0
2004-12-08,"spot gold quoted at $393.50, down 40c from new york",2
2004-12-10,"spot gold quoted at $414.40, down 10c from new york",2
2004-12-10,gold falls as much as $10 an ounce,2
2004-12-10,gold banc down 5.5% at $13.21,2
2004-12-11,gold taps fresh 16-year high in late morning trade,0
2004-12-11,"gold at 16-year high, up $4 on week",0
2004-12-13,gold futures climb to three-session high above $441/oz,0
2004-12-14,feb gold falls $1.10 to $439.20/oz in morning ny trade,2
2004-12-14,gold falls ahead of expected rate hike,2
2004-12-15,gold futures close above $442 at one-week high,0
2004-12-15,gold climbs to one-week high,0
2004-12-15,feb gold up $5.10 at $442.40/oz in midday trade,0
2004-12-16,"gold futures dull, hold above $440",1
2004-12-17,"feb gold closes at $442.90/oz, up $4.70 for the day",0
2004-12-22,"philly gold and silver index ends at 99.12, down 0.9%",2
2004-12-22,"gold dulls on market climb, u.s. data",0
2004-12-22,gold futures close narrowly lower,2
2004-12-23,gold futures climb as dollar falls,0
2004-12-23,feb gold up $1.20 at $442.60/oz in ny,0
2004-12-23,gold futures continue higher in last half hour of trade,0
2004-12-27,feb gold up $3.30 to close at $446.20/oz,0
2004-12-27,amex gold bugs index ends at highest level since dec 15,0
2004-12-27,gold prices near three-week high,0
2004-12-27,gold futures end at a three-week high,0
2005-01-02,gold futures mark four-session decline of $6.10/oz,2
2005-01-02,gold futures tallies four-session loss of $6.10/oz,2
2005-01-07,gold edges lower in morning trade,2
2005-01-07,aug gold closes 3% lower for the week,2
2005-01-07,"cboe gold index ends at 83.54, up 0.3%",0
2005-01-07,"aug gold drops $4.90, or 1.1%, to $432.20/oz",2
2005-01-09,gold etfs higher on weaker dollar,0
2005-01-11,"gold futures close at seven-week low, down over $6 an ounce",2
2005-01-11,gold holds atop $460 after-hours,0
2005-01-11,dec gold falls $4.10 to $462.80/oz in morning ny trade,2
2005-01-12,"gold fields, bolivar agree to $330m acquisition plan",1
2005-01-12,gold's front-month contract tap $500 for 1st time since 1987,1
2005-01-12,"dec gold climbs $7.40, or 1.5%, to trade at $502/oz",0
2005-01-12,gold enters new 'phase',1
2005-01-12,"dec gold trades at $499.80/oz, up $5.20",0
2005-01-13,feb gold falls $1.90 to $424.70/oz in morning ny trade,2
2005-01-13,gold prices fall for first time in three days,2
2005-01-13,feb gold falls $1.60 to $425/oz in afternoon dealings,2
2005-01-14,gold etf continues to shine,1
2005-01-14,feb gold falls $2.90 to $422.20/oz after $421.20 low,2
2005-01-18,feb gold falls 80c to $422.20/oz in morning ny trade,2
2005-01-18,feb gold tops $423/oz in late morning trade,0
2005-01-18,feb gold up 60c at $423.60/oz in ny,0
2005-01-18,compania de minas commits 2.7m ounces of gold,1
2005-01-19,feb gold up $3 at $426.50/oz after 1-wk high of $427.20,0
2005-01-19,"spot gold quoted at $422.10, down 30c from new york",2
2005-01-19,"gold continues higher, but trades off the day's high",0
2005-01-19,feb gold up $3 at $426.50/oz after 1-wk high of $427.20,0
2005-01-19,gold futures tap one-week high,0
2005-01-19,philly gold and silver index falls 0.5% to end at 93.53,2
2005-01-20,"spot gold quoted at $421.30, down 40c from new york",2
2005-01-20,feb gold down 60c at $422.70/oz in afternoon dealings,2
2005-01-21,feb gold trades at two-week high of $428.50/oz,0
2005-01-21,goldcorp board says to reject glamis gold hostile bid,1
2005-01-24,wheaton river board says to reject glamis gold bid,1
2005-01-25,barrick gold sees 2005 gold production 5.4m-5.5m,1
2005-01-25,feb gold down $4.90 at $422.20/oz in ny,2
2005-01-25,"spot gold quoted at $421.30, down 60c from new york",2
2005-01-25,barrick gold sees 2005 gold production 5.4m-5.5m ounces,1
2005-01-25,philly gold and silver index falls 2.7% to end at 91.76,2
2005-01-26,"feb gold closes at $426.90/oz, up $4.80, or 1.1%",0
2005-01-27,feb gold down $1.10 at $425.80/oz in afternoon dealings,2
2005-01-27,feb gold falls $2.20 to $424.70/oz in morning ny trade,2
2005-02-02,april gold falls 80c to $422.10/oz in ny,2
2005-02-02,april gold moves lower after earlier rise to $424.10,2
2005-02-06,gold's slide reversing,1
2005-02-08,dec gold closes unchanged at $437.70/oz in ny,1
2005-02-09,gold futures head for three-session win,0
2005-02-11,gold futures climb for first time in four sessions,0
2005-02-11,gold bounces off seven-week low,2
2005-02-12,"gold, silver close at new 18-year highs; copper falls",2
2005-02-12,dec gold poised for $12/oz gain for the week,0
2005-02-12,"philadelphia gold/silver index closes at 116.23, down 1.6%",2
2005-02-14,"spot gold quoted at $423.70, down $2.10 from new york",2
2005-02-14,"spot gold quoted at $423.90, down $1.90 from new york",2
2005-02-15,"spot gold quoted at $424.60, down $1 from new york",2
2005-02-17,gold futures end atop $428 an ounce,1
2005-02-24,meridian gold upped to 'overweight' at j.p. morgan,0
2005-03-01,gold off 0.55% at $435.5/ounce,2
2005-03-01,gold futures close at lowest levels since november,2
2005-03-01,feb gold down $7.70 at $430.70/oz in ny,2
2005-03-02,gold futures drop to lowest level since mid-october,2
2005-03-03,"spot gold quoted at $430.20, up 10c from new york",0
2005-03-04,spot gold quoted at $426.20 in asia trade,0
2005-03-08,gold futures top $440 for first time in almost 5 weeks,0
2005-03-10,gold futures lose more ground in late morning dealings,2
2005-03-10,dec gold futures down $3.10 at $469.20 an ounce,2
2005-03-10,metals indexes mirror gold's decline to close broadly lower,2
2005-03-10,gold futures close at a 4-session low; copper at record high,2
2005-03-10,gold fields says quarterly production fell 8%,1
2005-03-11,"cboe gold index closes at 97.03, down 1.8%",2
2005-03-11,gold futures pull back in morning trading on dollar strength,2
2005-03-11,spot gold quoted at $461.10 in asia trade,0
2005-03-15,gold slips in wake of capital flows data,2
2005-03-21,gold losses weigh on toronto,2
2005-03-21,gold etfs fall monday ahead of fed meeting,2
2005-03-22,"wheaton river, goldcorp buys bermejal gold deposit",1
2005-03-24,"guilford pharma, harmony gold, more",1
2005-03-30,gold outpaced in metals rally,1
2005-03-30,meridian to buy gold fields j.v. for $7.5m,1
2005-04-02,gold futures edge lower in morning trade,2
2005-04-02,april gold closes at lowest level since sept. 27,2
2005-04-04,u.s. not convinced imf should sell gold for debt relief,1
2005-04-04,"spot gold quoted at $423.40, up 60c from new york",0
2005-04-11,philadelphia gold/silver index falls 0.5% to close at 105.83,2
2005-04-11,gold loses almost $17 for the week,2
2005-04-15,spot gold quoted at $422.40 in asia trade,0
2005-04-18,gold banc corp 1q earns 21c vs 34c,1
2005-05-07,aug gold down $3.70 at $425.10/oz after low of $424.50,2
2005-05-07,"aug gold drops $5.50, or 1.3%, to $423.30/oz in ny",2
2005-05-08,"dec gold closes at $442.80/oz, down 90c for the session",2
2005-05-10,gold ends flat; traders gauge inflation,1
2005-05-13,apollo gold cut to underperform by bmo nesbitt,1
2005-05-31,eldorado gold to buy afcan mining via stock swap,1
2005-06-01,gold logs 4-session loss of almost $17,2
2005-06-01,"spot gold quoted at $422.30, up $1.80 from new york",0
2005-06-07,"metals indexes close higher, mirror gold's gains",0
2005-06-07,gold futures end three-session losing streak,2
2005-06-07,aug gold climbs 90c to $424.80/oz in late morning trade,0
2005-06-09,philadelphia gold/silver index falls 0.5% to close at 98.5,2
2005-06-09,gold prices edge up for a fourth session,0
2005-06-10,dec gold climbs $3.90 to two-week high at $473.20/oz,0
2005-06-10,gold futures climb to a two-week high above $475,0
2005-06-10,gold prices up $5 an ounce in late morning trade,0
2005-06-12,philadelphia gold/silver index at highest level since1997,0
2005-06-12,"feb gold falls $2.40, or 0.5%, to $510.20/oz in ny",2
2005-06-16,spot gold quoted at $435.80 in asia trade,0
2005-06-16,gold surges to seven-week high,0
2005-06-17,"gold, copper extend rallies, set new highs",0
2005-06-23,gold kist slumps after merrill lynch downgrade,1
2005-06-24,"gold prices fall, but hold $440 level",2
2005-06-27,is gld as good as gold?,1
2005-06-28,gold futures trade at a four-session low,2
2005-06-29,eldorado gold names new chief operating officer,1
2005-06-29,"cboe gold index closes at 84.2, up 4%",0
2005-07-01,feb gold up $2.30 at $423.90/oz in morning ny trade,0
2005-07-01,gold prices turns lower after high near $426,2
2005-07-03,barrick gold upped to 'sector outperformer' at cibc,1
2005-07-09,silver futures end at a two-week high; gold posts small gain,0
2005-07-10,"amex gold bugs index closes at 243.08, up 2.4%",0
2005-07-10,dec gold up $3 at $478/oz after $478.80 high,0
2005-07-11,"gold prices post modest climb, remain under $460",0
2005-07-11,dec gold last up $2.20 at $460.10/oz,0
2005-07-11,spot gold quoted at $457 in asia trade,1
2005-07-11,philadelphia gold/silver index up 0.4% to end at 106.24,0
2005-07-11,gold futures close above $460 an ounce,1
2005-07-12,gold etfs up in early action,0
2005-07-12,spot gold quoted at $517.40 in asia trade,0
2005-07-13,"gold prices, metals indexes lower in afternoon trade",2
2005-07-13,aug gold falls $2.40 to $424.70/oz in morning trade,2
2005-07-14,aug gold falls 30c to $424.30/oz in morning trade,2
2005-07-14,aug gold falls to 6-week low of $422/oz,2
2005-07-18,"amex gold bugs index ends at 193.13, down 0.5%",2
2005-07-19,aug gold falls 60c to $420.40/oz in ny,2
2005-07-19,gold prices close at three-session low,2
2005-07-20,gold futures end at one-week high,0
2005-07-20,amex gold bugs index climbs 1.1% to close at 196.07,0
2005-07-21,"metals indexes end at 1-wk highs, mirror gold strength",0
2005-07-22,"aug gold ends the week $3.80/oz, or 0.9%, higher",0
2005-07-25,aug gold up $1 at $426/oz after $426.40 high,0
2005-07-25,"cboe gold index closes at 82.8, down 1.3%",2
2005-07-26,dec gold down $2.50 to close at $429.30/oz,2
2005-07-27,aug gold rises $1.20 to $424.70/oz in ny,0
2005-07-27,"philadelphia gold/silver index closes at 91.13, up 0.4%",0
2005-07-27,"gold futures climb, but metals indexes fall",0
2005-07-28,spot gold quoted at $427.40 in asia trade,0
2005-07-28,"aug gold closes at $427.40/oz, up $2.60",0
2005-07-28,dec gold climbs $2.80 to $433.30/oz in ny,0
2005-07-29,"gold up on week, down on month",0
2005-07-29,"gold set to log loss on month, gain for week",2
2005-08-02,goldcorp board rejects glamis gold takeover bid,1
2005-08-02,"roy disney, stanley gold to withhold votes",1
2005-08-03,spot gold quoted at $440.40 down 30c from new york,2
2005-08-09,"gold futures continue higher, but off session's high",0
2005-08-09,cboe gold index closes at highest level since march,0
2005-08-09,dec gold up $3.60 at $452.60/oz after $453.90 high,0
2005-08-15,gold closes almost $4 lower; copper taps another record,2
2005-08-16,dec gold falls 30c to $447.30/oz in morning trade,2
2005-08-17,"metals indexes close broadly lower on gold, copper weakness",2
2005-08-17,gold ends under $450; copper sinks,2
2005-08-17,dec gold falls $3 to $448.50/oz in morning trade,2
2005-08-18,dec gold climbs $1.40 to $446.60/oz in ny,0
2005-08-19,"gold falls 0.6% for the day, down 2% for the week",2
2005-08-22,spot gold quoted at $437.80 in asia trade,1
2005-08-24,cboe gold index falls 2.3% to close at 84.04,2
2005-08-24,gold futures close back toward $442,0
2005-08-24,spot gold quoted at $437.20 in asia trade,0
2005-08-25,"dec gold closes at $443.10/oz in ny, up 90c for the session",0
2005-08-25,gold rises; silver drops to 7-month low,2
2005-08-26,dec gold rises 30c to $443.40/oz in morning ny trade,0
2005-08-26,dec gold falls $1.10 to $442/oz near the session's close,2
2005-08-30,"amex gold bugs index ends at 4-wk low of 198.79, down 1.9%",2
2005-08-30,"dec gold drops $7.40, or 1.7%, to $434/oz in ny",2
2005-08-31,december gold futures close up $2.60 at $438.10,0
2005-08-31,spot gold quoted at $434.70 in asia trade,0
2005-08-31,gold futures rally on weaker dollar,0
2005-09-05,"roy disney, gold allege statements made re: ceo search",1
2005-09-05,"spot gold quoted at $427, up $1.20 from new york",0
2005-09-05,"roy disney, stanley gold file suit against disney",1
2005-09-08,spot gold quoted at $434.60 in asia trade,0
2005-09-08,amex gold bugs index up 0.1% at 203.14,0
2005-09-08,dec gold down 60c at $439.70 after $438.40 low,2
2005-09-08,gold kist tops wall st. earnings view,1
2005-09-09,gold futures heads higher for a seventh session,0
2005-09-09,"cboe gold index up 2.9% to end at 92.91, up 4.2% on wk",0
2005-09-09,"dec gold up $4.50, or 1%, for the week",0
2005-09-11,"dec gold closes near a two-week high, up $5.20 at $467.50/oz",0
2005-09-11,gold futures look to extend their winning streak to three,1
2005-09-12,feb gold climbs $8.90 to $531.60/oz after $534.30 high,0
2005-09-12,"feb gold closes at $530.20/oz, up $7.50 at over 24-yr high",0
2005-09-12,gold tops $534 to mark an over 24-year high,0
2005-09-13,dec gold falls $4.10 to $449.60/oz in morning ny trade,2
2005-09-16,"metals, miners stand out as spot gold rises, ftse gains",0
2005-09-19,"gold futures rally, near 18-year high",0
2005-09-19,gold fields up 4.6% at $14.08 premarket,0
2005-09-19,"dec gold climbs $4.60 to $467.90/oz, a 9-mo high",0
2005-09-20,dec gold futures close down 40c at $470,2
2005-09-21,"dec gold closes at $473.20, highest since late 1987",0
2005-09-21,gold futures close above $473,0
2005-09-21,spot gold quoted at $472.50 in asia trade,0
2005-09-22,dec gold futures up $4.10 at $476.70 an ounce,0
2005-09-26,"dec gold closes at $469.50/oz, up $2.30 after $462.30 low",0
2005-09-26,spot gold quoted at $465.20 in asia trade,0
2005-09-27,amex gold bugs index falls 2.2% to close at 237.49,2
2005-09-29,lowell: better to buy an m-16 than gold,1
2005-09-29,philadelphia gold/silver index up 2% to end at 114.47,0
