date,text,label
2006-01-11,"dec. gold up $12.50, or 2.1%, to close at $619.30/oz",0
2017-11-14,"dec. gold climbs $4, or 0.3%, to settle at $1,282.90/oz",0
2010-02-25,"australian shares edge up, boosted by gold miners",0
2013-02-19,the shining truth: gold price isn't made in india,1
2008-07-23,"gold glitters, but there're few takers",0
2013-06-24,gold may slip to rs 26500: nirmal bang,2
2018-09-08,"gold slips to rs 30,560 on muted demand, weak global cues",2
2006-07-08,gold futures up $3.40 at $653 an ounce,0
2018-03-20,gold prices push lower on dollar strength,2
2012-11-15,"gold futures drop $16 to settle at $1,713.80",2
2017-05-01,"feb. gold gains $16, or 1.4%, to settle at a $1,181.30/oz",0
2018-10-09,"gold holds losses on rate hike views, trade worries",2
2017-03-22,"april gold settles at $1,249.70/oz, up $3.20, or 0.3%",0
2011-07-19,"gold futures down $10.70 at $1,590.40 an ounce",2
2018-06-11,gold prices to trade higher today: angel commodities,0
2017-10-16,"silver drops to rs 41,400 per kg; gold steady at rs 30,850",2
2002-05-17,dollar plunge propels gold stocks,0
2018-04-06,charts : gold enters decisive zone amid growing geopolitics while on downward trend,2
2012-06-28,"short gold, silver on rally, says karvy commodities broking",0
2016-07-22,"gold holds on to overnight gains as stocks, dollar retreat",0
2005-09-11,"dec gold closes near a two-week high, up $5.20 at $467.50/oz",0
2013-11-21,4 reasons gold is poised for a comeback,0
2016-04-13,"govt raises import tariff value of gold, silver",1
2011-06-13,"gold, silver settle at multi-week lows",2
2018-03-19,gold prices hover at 2-week lows on dollar strength,1
2006-07-06,gold closes at 7-week low as dollar continues higher,2
2018-02-22,"gold notches back-to-back gain amid pullback in dollar, bond yields",0
2017-10-04,gold settles lower after posting gains over the last two sessions,2
2013-10-01,"gold ends 1.4% higher on china exports, weak dollar",0
2016-10-28,gold futures end with a gain of 0.7% for the week,0
2011-08-08,"3 trades: avoid bonds, sell gold, buy blue chips",1
2014-06-06,"gold futures hold steady, eyes on u.s. data",1
2013-01-22,government hikes import duty on gold; etfs to park some holdings with banks,1
2012-08-08,"gold inches higher on data, stimulus hopes",0
2017-08-29,"gold jumps to rs 30,450; silver recaptures rs 41k-mark",0
2016-07-22,"gold climbs on global cues; silver tops rs 46,000 mark",0
2013-09-23,gold futures extend losses to a second session,2
2016-10-11,gold prices gain slightly in asia as markets await demand cues,0
2011-08-08,"gold's glitter remains, despite the price rise",1
2018-09-03,london clearing : five banks open up trillion dollar gold club,1
2012-01-20,"gold futures turn higher, up 0.2%",0
2018-10-17,gold prices hold steady as investors wait for fed minutes,1
2013-05-07,"in the seconds before jobs report, e-mini futures jumped, gold futures oscillated 'wildly': nanex",1
2013-03-22,gold eyes biggest weekly gain in months on cyprus woes,0
2017-11-10,gold rate today: track gold price in india,1
2017-01-18,this gold play's breakout looks enticing as trump swats at the dollar,1
2011-01-17,india gold seen falling further,2
2013-06-12,gold futures erase most losses to trade down $2.60,2
2012-04-10,gold looks strong at current levels: karvy,0
2017-09-18,gold prices mark fifth decline in six sessions,2
2013-07-17,"gold prices end lower after failed run at $1,300",2
2015-08-26,"gold, silver dip further on weak global cues",2
2017-01-29,gold prices gain in asia as trump travel policy noted,0
2013-05-30,"aug. gold gains $18.20, or 1.3%, to $1,410/oz",0
2017-05-05,"june gold futures up $6.20, or 0.5%, to $1,234.90 an ounce",0
2009-02-12,"gold futures up $12.20 at $1,212.40 an ounce",0
2017-07-11,expect gold to trade sideways: sushil finance,1
2012-01-19,gold: customs duty hike a revenue measure,1
2018-10-08,gold closes slightly lower as dollar's jump outweighs turkey contagion fear,2
2016-05-12,"gold settles down $1.30, or 0.1%, at $1,176.50 an ounce",2
2013-04-17,commonweath bank cuts fy13 gold price view by 3%,1
2018-11-30,gold prices to trade sideways today: angel commodities,1
2017-10-11,state street : fed rate hikes next year won't be enough to unsettle gold prices,1
2012-04-03,"gold may consolidate, move higher",0
2010-10-03,"gold, copper rise after strong chinese data",0
2018-11-27,mining : top gold miners production cost still provides floor in the market price,2
2017-09-27,"gold, silver down in early trade",2
2015-06-25,gold prices gain in asia as investors eye last-minute greece debt talks,0
2018-11-15,october trade deficit widens to $ 17.13 billion despite decline in gold imports,2
2015-09-14,gold scores gain to start week ahead of fed rate decision,0
2017-02-16,"gold fields swings to profit, lifts dividend",1
2013-02-27,gold imports likely to fall on lower inflation: rajan,2
2010-04-08,"gold futures up $11.40 at $1,198.70 an ounce",0
,gold taps intraday highs as u.s. dollar index drops to day's lows,0
2015-08-01,gold prices dip in asia with focus on upcoming u.s. jobs data,2
2004-07-09,"dec gold closes at $399.40/oz, down $3.10 for the day",2
2011-05-05,randgold gold output up 24% on year,0
2011-06-30,"gold ends lower; silver, copper gain",2
2018-10-09,"gold futures settle below $1,200 for the second time in a week",2
2017-03-13,"gold prices end streak of losses, finish higher for the session",0
2012-01-30,"today's commodity basket: gold, zinc, silver, copper",1
2018-09-19,silver's discount to gold is the biggest since the 1990s,1
2013-02-15,"gold futures down at rs 30,383 per 10 gm",2
2016-05-08,gold sinks after payrolls report shows a strong july gain,2
2017-09-22,commodities - gold prices regain ground on north korean threats,0
2016-07-22,eldorado gold downgraded to neutral from outperform at credit suisse,2
2018-07-24,gold prices edge down as dollar steadies,2
2005-01-20,"spot gold quoted at $421.30, down 40c from new york",2
2010-07-30,"gold down on dollar firmness, oil range-bound, copper steady",2
2017-10-08,gold settles at 2-month high amid geopolitical tensions,0
2006-09-13,gold buying gains pace as prices move south,0
2004-01-14,nymex gold ends with a $2 loss,2
2012-11-21,"gold climbs, but remains below $1,730/oz",0
2017-07-26,"antofagasta gold, copper production rises",1
2018-06-19,"gold pinned at 2018 lows, draws scant trade-linked haven demand",1
2005-01-18,feb gold up 60c at $423.60/oz in ny,0
2010-06-24,canadian markets close down; gold stocks hold slight gain,0
2012-10-18,gold declines first time in three days before eu summit,2
,december gold down $4.50 at $734.40 an ounce on nymex,2
2014-01-17,gold contrarians say it's time to start buying,0
2017-09-14,commodities - gold prices hold steady ahead of u.s. inflation data,1
2017-10-18,gold price chart: find all the latest gold rate chart and news,1
2017-09-21,"gold drops $14.70, or 1.1%, to $1,301.70 an ounce",2
2010-09-14,"us stocks pushing modestly higher amid treasury, gold buying",1
2017-07-07,"august gold down 0.2% at $1,221.10/oz.",2
2014-10-16,gold prices steady in early asia ahead of light data day in the region,1
2015-08-19,silver slumps by rs 655/kg on heavy selling; gold eases,1
2015-08-21,"gold futures up 0.6% on day, climbs 4.2% on week",0
2012-12-06,geojit comtrade`s 6 trading strategies on gold,1
2012-12-10,gold futures retreat; market awaits spain bailout,2
2016-03-30,gold futures give back more than half of the gains seen a day earlier,0
2018-09-27,gold adds to slight decline after economic reports,2
2017-05-10,"gold settles lower, builds on a weekly loss",2
2006-06-26,gold down $1 at $587 in the early going,2
2018-06-28,us scrap gold prices continue to decline in line with comex gold,2
2014-07-24,gold prices gain in asia as geopolitical events point to volatility,0
2017-02-22,gold prices get post-settlement boost after fed minutes,0
2014-09-09,gold edges lower as dollar gain on fed interest rate expectations,2
2011-07-26,"oil drops 1.3% after housing data, gold holds",2
2011-03-08,"gold at $1,670.50, near day's intraday record",0
2016-05-17,"gold slips below rs 30,000 on weak global cues, muted demand",2
2018-01-17,"india : gst, other such policies to boost gold demand, says world gold council",1
2017-10-16,"gold holds above $1,300 but firm dollar weighs",1
2018-05-09,gold prices to trade lower today: angel commodities,2
2018-03-07,"august gold gains $11.70, or 0.9%, to $1,253.40/oz",0
2011-09-28,gold futures decline 0.97% on global cues,2
2017-11-16,"gold breaks 3-day rise, down rs 100 on global cues, low demand",2
2013-06-20,"aug. gold closes $down $87.80 at $1,286.20 per oz.",2
2017-07-17,gold settles at a more than two-week high,0
2014-07-12,gold / silver / copper futures - weekly outlook: december 8 - 12,1
2008-09-01,feb. gold ends up $1.40 at $881.70 an ounce on nymex,0
2018-08-23,"gold falls as new trade tariffs, rate-hike view buoy dollar",2
2015-12-18,gold regains ground on softer dollar,0
2016-09-30,gold inches up as stocks fall on deutsche bank worries,0
2014-04-30,"gold, silver decline as investors await u.s. gdp data, fomc decision",2
2011-04-11,"gold up by rs 420, silver by rs 1,100 on wedding season demand",0
2018-05-22,charts : a hangman and a hammer are identified in gold and the dollar index,1
2009-08-26,"gold falls as dollar strengthens, etf holdings decline",2
2017-11-23,gold inches down amid fed inflation concerns,2
2016-09-13,gold futures tip lower as the u.s. dollar strengthens,2
2003-09-06,gold closes lower monday,2
2017-09-21,"gold slides 1.5%, falls below $1,300 an ounce for first time in september",2
2018-05-24,is india's gold rush coming to an end?,1
2017-01-09,gold trades flat in morning deals; silver down,2
2015-07-28,"aug. gold down 20 cents to settle at $1,096.20/oz on comex",2
2006-08-17,"dec. gold drops $7, or 1.1%, to $632/oz in afternoon trade",2
2004-11-30,feb gold falls $2.60 to end the day at $453.20 in ny,2
2002-12-16,"gold prices hit $338, issues shoot up",0
2016-08-17,gold futures extend losses in electronic trading after fomc minutes,2
2016-04-21,"gold climbs rs 400, silver zooms rs 2,400 on global cues",0
2011-08-25,"gold, silver plunges on global meltdown",2
2016-03-25,indian gold refining units are now focusing on scrap jewellery,1
2018-05-29,gold falls as dollar gains but finds some support tied to eurozone concerns,2
2017-10-30,gold prices fall in asia after official china pmi dampens sentiment,2
2017-08-28,gold prices remain supported on weaker dollar,1
2011-10-20,"gold loses rs 255, silver rs 1,100 on weak asian cues",2
2014-11-27,gold futures drift lower; u.s. markets closed for thanksgiving,2
2011-12-21,gold glitters with second biggest gain in 2011; up by rs 1025,0
2013-07-10,"gold futures rise to rs 29,000 per 10 gm",0
2006-07-13,august gold up $5.60 at $660/oz in electronic trading,0
2009-11-25,dec. gold ends up 1.8% at $1187 an ounce,0
2011-08-23,oil up at nearly $85; gold declines 1.1%,2
2016-07-20,fresnillo lifts gold forecast; warns on loss,1
2011-12-30,gold moves back up after string of losses,0
2004-06-23,"spot gold quoted at $394.80, up 0.05% from ny",0
2015-12-16,"gold slips below $1,070 after fed lifts interest rates",2
2011-10-21,mcx gold april contract gains 1%,0
2013-04-24,gold futures at highest close since april 12,0
2018-10-12,is an inverted yield curve bullish for the gold price?,1
2016-10-17,gold futures rise rs 34 on global cues,0
2014-11-08,gold retreats as stocks extend gains,2
2017-11-13,"gold prices trade in range, but us rate hike view weighs",1
2017-09-06,"august gold falls $8.10, or 0.6%, to settle at $1,271.40/oz",2
2004-04-23,"gold prices rise, but end lower for the week",0
2001-02-01,gold shares climb as prices fall,0
2017-10-18,"gold sparkles on diwali demand, tops rs 31,000",0
2016-09-11,gold futures trade flat to lower less than a half hour before settlement,2
2013-06-24,"gold, silver prices slip on fed outlook",2
2010-03-06,gold settles lower as sell-off gathers momentum,2
2016-09-11,gold rush keep jewellers buzzing past midnight,1
2013-01-31,gold futures fall 1% after two-session climb,2
2016-12-08,"dec. gold down $6.80, or 0.5%, to settle at $1,343.20/oz",2
2006-09-05,"amex gold bugs index ends at a record 393.28, up 4.6%",0
2018-09-08,gold rate,1
2012-12-10,buy gold on dips around rs 31370: nirmal bang,1
2018-01-11,"gold rate today: gold, silver rise on higher demand",0
2017-02-14,"april gold settles little changed, down 40 cents at $1,225.40/oz",2
2018-09-18,chinese gold panda coins now trading on the shanghai gold ...,1
2013-03-18,"gold futures open higher at rs 29,440",0
2007-11-16,dec. gold ends down 30 cents at $787 an ounce on nymex,2
2016-11-22,"dec. gold settles at $1,211.20/oz, up $1.40, or 0.1%",0
2015-07-30,study predicts gold could plunge to $350 an ounce,0
2012-01-25,can gold regain its glitter?,1
2017-08-05,"june gold falls 30 cents to trade at $1,226.60/oz",2
2018-06-02,india's gold demand went up by 9% to 727 tonne in 2017,1
2017-06-13,"august gold off $4.40, or 0.4%, at $1,264.50/oz.",2
2018-12-07,charts : gold testing crucial level,1
2015-10-25,gold prices down in asia with central bank moves in focus,2
2015-07-23,an open letter to investors who are bullish on gold,1
2017-02-08,expect gold to trade negative: sushil finance,2
2014-05-30,"comex gold down 3.5% on week, loses 3.9% on month",2
2017-09-18,gold ends at 3-week low as u.s. stock indexes tap record highs,2
2004-12-02,gold tops $414 on low rate signals,2
2017-11-09,gold retreats from one-year high as dollar gains ground,0
2017-07-29,"silver rises on global cues, gold steady",0
2008-04-03,april gold up $1.60 at $985.80 an ounce on nymex,0
2011-11-23,"gold falls to rs 29,240; silver adds rs 800",2
2018-11-02,gold prices gain in asia with chinese new year trade in focus,0
2017-12-10,gold prices tally highest finish in over two weeks,0
,spot gold quoted at $597.90 in asia trade,0
2017-06-01,"gold, silver turn weak on global cues, slack demand",2
2012-09-13,gold at highest in nearly seven months after fed,0
2008-08-28,"gold erases gains, turning lower as the dollar gains",0
2015-11-02,gold edges up as investors eye greek debt crisis,0
2017-07-11,"gold rate today: gold, silver trade mix in morning deals",1
2017-08-06,"gold futures down at rs 29,335",2
2014-04-06,"gold prices steady to higher in asia, ecb, u.s. jobs in focus",0
